125

 0.800000	0.800000	0.800000
 0.800000	0.800000	2.400000
 0.800000	0.800000	4.000000
 0.800000	0.800000	5.600000
 0.800000	0.800000	7.200000
 0.800000	2.400000	0.800000
 0.800000	2.400000	2.400000
 0.800000	2.400000	4.000000
 0.800000	2.400000	5.600000
 0.800000	2.400000	7.200000
 0.800000	4.000000	0.800000
 0.800000	4.000000	2.400000
 0.800000	4.000000	4.000000
 0.800000	4.000000	5.600000
 0.800000	4.000000	7.200000
 0.800000	5.600000	0.800000
 0.800000	5.600000	2.400000
 0.800000	5.600000	4.000000
 0.800000	5.600000	5.600000
 0.800000	5.600000	7.200000
 0.800000	7.200000	0.800000
 0.800000	7.200000	2.400000
 0.800000	7.200000	4.000000
 0.800000	7.200000	5.600000
 0.800000	7.200000	7.200000
 2.400000	0.800000	0.800000
 2.400000	0.800000	2.400000
 2.400000	0.800000	4.000000
 2.400000	0.800000	5.600000
 2.400000	0.800000	7.200000
 2.400000	2.400000	0.800000
 2.400000	2.400000	2.400000
 2.400000	2.400000	4.000000
 2.400000	2.400000	5.600000
 2.400000	2.400000	7.200000
 2.400000	4.000000	0.800000
 2.400000	4.000000	2.400000
 2.400000	4.000000	4.000000
 2.400000	4.000000	5.600000
 2.400000	4.000000	7.200000
 2.400000	5.600000	0.800000
 2.400000	5.600000	2.400000
 2.400000	5.600000	4.000000
 2.400000	5.600000	5.600000
 2.400000	5.600000	7.200000
 2.400000	7.200000	0.800000
 2.400000	7.200000	2.400000
 2.400000	7.200000	4.000000
 2.400000	7.200000	5.600000
 2.400000	7.200000	7.200000
 4.000000	0.800000	0.800000
 4.000000	0.800000	2.400000
 4.000000	0.800000	4.000000
 4.000000	0.800000	5.600000
 4.000000	0.800000	7.200000
 4.000000	2.400000	0.800000
 4.000000	2.400000	2.400000
 4.000000	2.400000	4.000000
 4.000000	2.400000	5.600000
 4.000000	2.400000	7.200000
 4.000000	4.000000	0.800000
 4.000000	4.000000	2.400000
 4.000000	4.000000	4.000000
 4.000000	4.000000	5.600000
 4.000000	4.000000	7.200000
 4.000000	5.600000	0.800000
 4.000000	5.600000	2.400000
 4.000000	5.600000	4.000000
 4.000000	5.600000	5.600000
 4.000000	5.600000	7.200000
 4.000000	7.200000	0.800000
 4.000000	7.200000	2.400000
 4.000000	7.200000	4.000000
 4.000000	7.200000	5.600000
 4.000000	7.200000	7.200000
 5.600000	0.800000	0.800000
 5.600000	0.800000	2.400000
 5.600000	0.800000	4.000000
 5.600000	0.800000	5.600000
 5.600000	0.800000	7.200000
 5.600000	2.400000	0.800000
 5.600000	2.400000	2.400000
 5.600000	2.400000	4.000000
 5.600000	2.400000	5.600000
 5.600000	2.400000	7.200000
 5.600000	4.000000	0.800000
 5.600000	4.000000	2.400000
 5.600000	4.000000	4.000000
 5.600000	4.000000	5.600000
 5.600000	4.000000	7.200000
 5.600000	5.600000	0.800000
 5.600000	5.600000	2.400000
 5.600000	5.600000	4.000000
 5.600000	5.600000	5.600000
 5.600000	5.600000	7.200000
 5.600000	7.200000	0.800000
 5.600000	7.200000	2.400000
 5.600000	7.200000	4.000000
 5.600000	7.200000	5.600000
 5.600000	7.200000	7.200000
 7.200000	0.800000	0.800000
 7.200000	0.800000	2.400000
 7.200000	0.800000	4.000000
 7.200000	0.800000	5.600000
 7.200000	0.800000	7.200000
 7.200000	2.400000	0.800000
 7.200000	2.400000	2.400000
 7.200000	2.400000	4.000000
 7.200000	2.400000	5.600000
 7.200000	2.400000	7.200000
 7.200000	4.000000	0.800000
 7.200000	4.000000	2.400000
 7.200000	4.000000	4.000000
 7.200000	4.000000	5.600000
 7.200000	4.000000	7.200000
 7.200000	5.600000	0.800000
 7.200000	5.600000	2.400000
 7.200000	5.600000	4.000000
 7.200000	5.600000	5.600000
 7.200000	5.600000	7.200000
 7.200000	7.200000	0.800000
 7.200000	7.200000	2.400000
 7.200000	7.200000	4.000000
 7.200000	7.200000	5.600000
 7.200000	7.200000	7.200000
